"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","78-Pyelo","APECO1","BEN2908","CFT073","IHE3034","IMT5155","LF82","NRG857c","RS218","UIT89","chi7122"
"group_7784","","26 kDa periplasmic immunogenic protein","11","11","1","1","956","","","","740","740","740","MLKLJMNP_00987","CPCHNOAG_03175","MMFKLIDH_03123","BLOBBDCK_03208","HONHGEAM_03280","JFLNLICH_01106","NFALKJBE_02893","OKCJCEOA_02870","KJPMMKDD_03218","ALJJNEKE_03067","NOKOPPJF_03022"
"algC","","Phosphomannomutase/phosphoglucomutase","11","11","1","1","4308","","","","1370","1370","1370","MLKLJMNP_01893","CPCHNOAG_02159","MMFKLIDH_02178","BLOBBDCK_02335","HONHGEAM_02253","JFLNLICH_00156","NFALKJBE_02050","OKCJCEOA_02069","KJPMMKDD_02269","ALJJNEKE_02141","NOKOPPJF_02080"
"aidB","","Putative acyl-CoA dehydrogenase AidB","11","11","1","1","1830","","","","1625","1625","1625","MLKLJMNP_04323","CPCHNOAG_04669","MMFKLIDH_04614","BLOBBDCK_04797","HONHGEAM_04645","JFLNLICH_02578","NFALKJBE_04300","OKCJCEOA_04276","KJPMMKDD_04672","ALJJNEKE_04431","NOKOPPJF_04340"
"narZ","","Respiratory nitrate reductase 2 alpha chain","11","11","1","1","7619","","","","3740","3740","3740","MLKLJMNP_02541","CPCHNOAG_01550","MMFKLIDH_01506","BLOBBDCK_01712","HONHGEAM_01607","JFLNLICH_04493","NFALKJBE_01431","OKCJCEOA_01452","KJPMMKDD_01587","ALJJNEKE_01545","NOKOPPJF_01495"
"hmp","","Flavohemoprotein","11","11","1","1","1656","","","","1190","1190","1190","MLKLJMNP_01362","CPCHNOAG_02762","MMFKLIDH_02699","BLOBBDCK_02806","HONHGEAM_02878","JFLNLICH_00688","NFALKJBE_02508","OKCJCEOA_02532","KJPMMKDD_02800","ALJJNEKE_02662","NOKOPPJF_02651"
"yefM","","Antitoxin YefM","11","11","1","1","2279","","","","251","251","251","MLKLJMNP_01918","CPCHNOAG_02129","MMFKLIDH_02144","BLOBBDCK_02308","HONHGEAM_02225","JFLNLICH_00120","NFALKJBE_02024","OKCJCEOA_02044","KJPMMKDD_02239","ALJJNEKE_02113","NOKOPPJF_02050"
"group_779","","hypothetical protein","11","11","1","1","883","","","","611","1178","1074","MLKLJMNP_00812","CPCHNOAG_03297","MMFKLIDH_03189","BLOBBDCK_03377","HONHGEAM_03346","JFLNLICH_01174","NFALKJBE_02960","OKCJCEOA_02937","KJPMMKDD_03284","ALJJNEKE_03133","NOKOPPJF_03072"
"nikD","","Nickel import ATP-binding protein NikD","11","11","1","1","1140","","","","764","764","764","MLKLJMNP_00291","CPCHNOAG_03830","MMFKLIDH_03714","BLOBBDCK_03895","HONHGEAM_03872","JFLNLICH_01705","NFALKJBE_03481","OKCJCEOA_03458","KJPMMKDD_03823","ALJJNEKE_03697","NOKOPPJF_03592"
"phnJ","","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase","11","11","1","1","3180","","","","845","845","845","MLKLJMNP_04469","CPCHNOAG_04508","MMFKLIDH_04477","BLOBBDCK_04647","HONHGEAM_04552","JFLNLICH_02387","NFALKJBE_04156","OKCJCEOA_04132","KJPMMKDD_04580","ALJJNEKE_04340","NOKOPPJF_04248"
"trpR","","Trp operon repressor","11","11","1","1","5006","","","","296","296","296","MLKLJMNP_04079","CPCHNOAG_04913","MMFKLIDH_04911","BLOBBDCK_04983","HONHGEAM_04906","JFLNLICH_02784","NFALKJBE_04488","OKCJCEOA_04464","KJPMMKDD_04984","ALJJNEKE_04789","NOKOPPJF_04579"
"frmB","","S-formylglutathione hydrolase FrmB","11","11","1","1","108","","","","833","833","833","MLKLJMNP_03721","CPCHNOAG_00354","MMFKLIDH_00388","BLOBBDCK_00409","HONHGEAM_00338","JFLNLICH_03163","NFALKJBE_00337","OKCJCEOA_00335","KJPMMKDD_00339","ALJJNEKE_00347","NOKOPPJF_00343"
"radD","","Putative DNA repair helicase RadD","11","11","1","1","4471","","","","1760","1760","1760","MLKLJMNP_01760","CPCHNOAG_02325","MMFKLIDH_02311","BLOBBDCK_02475","HONHGEAM_02390","JFLNLICH_00291","NFALKJBE_02183","OKCJCEOA_02207","KJPMMKDD_02407","ALJJNEKE_02277","NOKOPPJF_02217"
"allD","","Ureidoglycolate dehydrogenase (NAD(+))","11","11","1","1","5163","","","","1049","1049","1049","MLKLJMNP_03571","CPCHNOAG_00507","MMFKLIDH_00542","BLOBBDCK_00558","HONHGEAM_00491","JFLNLICH_03317","NFALKJBE_00487","OKCJCEOA_00485","KJPMMKDD_00501","ALJJNEKE_00500","NOKOPPJF_00493"
"ftsN","","Cell division protein FtsN","11","11","1","1","3844","","","","854","854","854","MLKLJMNP_04781","CPCHNOAG_04307","MMFKLIDH_04276","BLOBBDCK_04447","HONHGEAM_04351","JFLNLICH_02185","NFALKJBE_03964","OKCJCEOA_03941","KJPMMKDD_04310","ALJJNEKE_04177","NOKOPPJF_04048"
"ybeY","","Endoribonuclease YbeY","11","11","1","1","6007","","","","467","467","467","MLKLJMNP_03467","CPCHNOAG_00611","MMFKLIDH_00646","BLOBBDCK_00661","HONHGEAM_00654","JFLNLICH_03421","NFALKJBE_00592","OKCJCEOA_00590","KJPMMKDD_00610","ALJJNEKE_00603","NOKOPPJF_00651"
"cysK","","Cysteine synthase A","11","11","1","1","1520","","","","971","983","972","MLKLJMNP_01550","CPCHNOAG_02597","MMFKLIDH_02583","BLOBBDCK_02692","HONHGEAM_02711","JFLNLICH_00574","NFALKJBE_02394","OKCJCEOA_02418","KJPMMKDD_02683","ALJJNEKE_02548","NOKOPPJF_02515"
"group_7799","","hypothetical protein","11","11","1","1","5025","","","","1073","1073","1073","MLKLJMNP_04097","CPCHNOAG_04895","MMFKLIDH_04893","BLOBBDCK_04964","HONHGEAM_04888","JFLNLICH_02765","NFALKJBE_04470","OKCJCEOA_04446","KJPMMKDD_04965","ALJJNEKE_04771","NOKOPPJF_04563"
"bhsA_3","","Multiple stress resistance protein BhsA","11","11","1","1","6871","","","","263","263","263","MLKLJMNP_00544","CPCHNOAG_03569","MMFKLIDH_03461","BLOBBDCK_03647","HONHGEAM_03618","JFLNLICH_01447","NFALKJBE_03236","OKCJCEOA_03212","KJPMMKDD_03562","ALJJNEKE_03405","NOKOPPJF_03354"
"nimR_2","","HTH-type transcriptional regulator NimR","11","11","1","1","7793","","","","818","818","818","MLKLJMNP_02265","CPCHNOAG_01829","MMFKLIDH_01782","BLOBBDCK_01992","HONHGEAM_01887","JFLNLICH_04208","NFALKJBE_01763","OKCJCEOA_01783","KJPMMKDD_01936","ALJJNEKE_01830","NOKOPPJF_01831"
"pspD","","Phage shock protein D","11","11","1","1","3512","","","","221","221","221","MLKLJMNP_02646","CPCHNOAG_01383","MMFKLIDH_01399","BLOBBDCK_01598","HONHGEAM_01505","JFLNLICH_04595","NFALKJBE_01324","OKCJCEOA_01345","KJPMMKDD_01482","ALJJNEKE_01443","NOKOPPJF_01368"
"recX","","Regulatory protein RecX","11","11","1","1","5534","","","","500","500","500","MLKLJMNP_01219","CPCHNOAG_02943","MMFKLIDH_02893","BLOBBDCK_02980","HONHGEAM_03050","JFLNLICH_00875","NFALKJBE_02665","OKCJCEOA_02643","KJPMMKDD_02978","ALJJNEKE_02836","NOKOPPJF_02769"
"degQ","","Periplasmic pH-dependent serine endoprotease DegQ","11","11","1","1","6875","","","","1367","1367","1367","MLKLJMNP_00548","CPCHNOAG_03565","MMFKLIDH_03457","BLOBBDCK_03643","HONHGEAM_03614","JFLNLICH_01443","NFALKJBE_03232","OKCJCEOA_03208","KJPMMKDD_03558","ALJJNEKE_03401","NOKOPPJF_03350"
"hemN","","Oxygen-independent coproporphyrinogen III oxidase","11","11","1","1","3960","","","","1373","1373","1373","MLKLJMNP_04846","CPCHNOAG_04242","MMFKLIDH_04169","BLOBBDCK_04380","HONHGEAM_04286","JFLNLICH_02120","NFALKJBE_03894","OKCJCEOA_03871","KJPMMKDD_04244","ALJJNEKE_04112","NOKOPPJF_03977"
"hycI","","Hydrogenase 3 maturation protease","11","11","1","1","5511","","","","467","470","469","MLKLJMNP_01199","CPCHNOAG_02963","MMFKLIDH_02913","BLOBBDCK_03001","HONHGEAM_03070","JFLNLICH_00895","NFALKJBE_02685","OKCJCEOA_02663","KJPMMKDD_02999","ALJJNEKE_02856","NOKOPPJF_02791"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","11","11","1","1","785","","","","827","827","827","MLKLJMNP_00735","CPCHNOAG_03384","MMFKLIDH_03276","BLOBBDCK_03455","HONHGEAM_03433","JFLNLICH_01262","NFALKJBE_03047","OKCJCEOA_03024","KJPMMKDD_03375","ALJJNEKE_03220","NOKOPPJF_03152"
"fliN","","Flagellar motor switch protein FliN","11","11","1","1","8009","","","","413","413","413","MLKLJMNP_02118","CPCHNOAG_01977","MMFKLIDH_01928","BLOBBDCK_02141","HONHGEAM_02034","JFLNLICH_04063","NFALKJBE_01910","OKCJCEOA_01930","KJPMMKDD_02095","ALJJNEKE_01976","NOKOPPJF_01985"
"epmB","","L-lysine 2,3-aminomutase","11","11","1","1","1787","","","","1028","1028","1028","MLKLJMNP_04364","CPCHNOAG_04626","MMFKLIDH_04571","BLOBBDCK_04755","HONHGEAM_04601","JFLNLICH_02533","NFALKJBE_04259","OKCJCEOA_04235","KJPMMKDD_04629","ALJJNEKE_04388","NOKOPPJF_04299"
"lldR_2","","Putative L-lactate dehydrogenase operon regulatory protein","11","11","1","1","2012","","","","776","776","776","MLKLJMNP_00157","CPCHNOAG_03966","MMFKLIDH_03844","BLOBBDCK_04029","HONHGEAM_04008","JFLNLICH_01840","NFALKJBE_03620","OKCJCEOA_03597","KJPMMKDD_03961","ALJJNEKE_03833","NOKOPPJF_03718"
"polB","","DNA polymerase II","11","11","1","1","4902","","","","2351","2351","2351","MLKLJMNP_04013","CPCHNOAG_00058","MMFKLIDH_00090","BLOBBDCK_00061","HONHGEAM_00058","JFLNLICH_02852","NFALKJBE_00057","OKCJCEOA_00057","KJPMMKDD_00055","ALJJNEKE_00058","NOKOPPJF_00059"
"group_7812","","hypothetical protein","11","11","1","1","2052","","","","863","863","863","MLKLJMNP_00119","CPCHNOAG_04003","MMFKLIDH_03881","BLOBBDCK_04066","HONHGEAM_04045","JFLNLICH_01878","NFALKJBE_03657","OKCJCEOA_03634","KJPMMKDD_03999","ALJJNEKE_03870","NOKOPPJF_03756"
"group_7813","","hypothetical protein","11","11","1","1","3188","","","","443","443","443","MLKLJMNP_04461","CPCHNOAG_04516","MMFKLIDH_04485","BLOBBDCK_04655","HONHGEAM_04560","JFLNLICH_02395","NFALKJBE_04164","OKCJCEOA_04140","KJPMMKDD_04588","ALJJNEKE_04348","NOKOPPJF_04256"
"yhjE","","Inner membrane metabolite transport protein YhjE","11","11","1","1","1193","","","","1322","1322","1322","MLKLJMNP_00238","CPCHNOAG_03884","MMFKLIDH_03768","BLOBBDCK_03948","HONHGEAM_03926","JFLNLICH_01759","NFALKJBE_03535","OKCJCEOA_03512","KJPMMKDD_03877","ALJJNEKE_03751","NOKOPPJF_03635"
"menD","","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase","11","11","1","1","4637","","","","1670","1670","1670","MLKLJMNP_01679","CPCHNOAG_02406","MMFKLIDH_02391","BLOBBDCK_02556","HONHGEAM_02470","JFLNLICH_00372","NFALKJBE_02265","OKCJCEOA_02289","KJPMMKDD_02488","ALJJNEKE_02357","NOKOPPJF_02319"
"gutB","","Sorbitol dehydrogenase","11","11","1","1","1649","","","","1061","1061","1061","MLKLJMNP_01369","CPCHNOAG_02755","MMFKLIDH_02692","BLOBBDCK_02799","HONHGEAM_02871","JFLNLICH_00681","NFALKJBE_02501","OKCJCEOA_02525","KJPMMKDD_02793","ALJJNEKE_02655","NOKOPPJF_02644"
"rsmH","","Ribosomal RNA small subunit methyltransferase H","11","11","1","1","1321","","","","941","941","941","MLKLJMNP_03993","CPCHNOAG_00081","MMFKLIDH_00112","BLOBBDCK_00086","HONHGEAM_00080","JFLNLICH_02875","NFALKJBE_00079","OKCJCEOA_00079","KJPMMKDD_00077","ALJJNEKE_00080","NOKOPPJF_00080"
"group_7818","","hypothetical protein","11","11","1","1","847","","","","1349","1349","1349","MLKLJMNP_00793","CPCHNOAG_03326","MMFKLIDH_03218","BLOBBDCK_03396","HONHGEAM_03375","JFLNLICH_01204","NFALKJBE_02989","OKCJCEOA_02966","KJPMMKDD_03315","ALJJNEKE_03162","NOKOPPJF_03098"
"gpt","","Xanthine phosphoribosyltransferase","11","11","1","1","469","","","","458","458","458","MLKLJMNP_03814","CPCHNOAG_00260","MMFKLIDH_00290","BLOBBDCK_00337","HONHGEAM_00259","JFLNLICH_03057","NFALKJBE_00264","OKCJCEOA_00260","KJPMMKDD_00257","ALJJNEKE_00258","NOKOPPJF_00233"
"gph","","Phosphoglycolate phosphatase","11","11","1","1","6721","","","","758","758","758","MLKLJMNP_00397","CPCHNOAG_03722","MMFKLIDH_03608","BLOBBDCK_03791","HONHGEAM_03765","JFLNLICH_01597","NFALKJBE_03383","OKCJCEOA_03359","KJPMMKDD_03713","ALJJNEKE_03590","NOKOPPJF_03499"
"bssS","","Biofilm regulator BssS","11","11","1","1","2851","","","","254","254","254","MLKLJMNP_03003","CPCHNOAG_01030","MMFKLIDH_01027","BLOBBDCK_01202","HONHGEAM_01152","JFLNLICH_03853","NFALKJBE_01023","OKCJCEOA_01027","KJPMMKDD_01123","ALJJNEKE_01093","NOKOPPJF_01138"
"rof","","Protein rof","11","11","1","1","561","","","","260","260","260","MLKLJMNP_03883","CPCHNOAG_00190","MMFKLIDH_00220","BLOBBDCK_00202","HONHGEAM_00189","JFLNLICH_02986","NFALKJBE_00188","OKCJCEOA_00187","KJPMMKDD_00186","ALJJNEKE_00188","NOKOPPJF_00184"
"sorB_3","","PTS system sorbose-specific EIIB component","11","11","1","1","3750","","","","494","494","494","MLKLJMNP_04682","CPCHNOAG_04405","MMFKLIDH_04372","BLOBBDCK_04544","HONHGEAM_04449","JFLNLICH_02283","NFALKJBE_04061","OKCJCEOA_04038","KJPMMKDD_04409","ALJJNEKE_04237","NOKOPPJF_04143"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","11","11","1","1","4432","","","","1235","1235","1235","MLKLJMNP_01797","CPCHNOAG_02288","MMFKLIDH_02273","BLOBBDCK_02437","HONHGEAM_02353","JFLNLICH_00252","NFALKJBE_02146","OKCJCEOA_02170","KJPMMKDD_02370","ALJJNEKE_02240","NOKOPPJF_02177"
"creD","","Inner membrane protein CreD","11","11","1","1","4999","","","","1352","1352","1352","MLKLJMNP_04072","CPCHNOAG_04920","MMFKLIDH_04918","BLOBBDCK_04990","HONHGEAM_04913","JFLNLICH_02791","NFALKJBE_04495","OKCJCEOA_04471","KJPMMKDD_04991","ALJJNEKE_04796","NOKOPPJF_04586"
"group_7826","","putative transporter","11","11","1","1","5554","","","","1184","1184","1184","MLKLJMNP_01240","CPCHNOAG_02923","MMFKLIDH_02872","BLOBBDCK_02956","HONHGEAM_03030","JFLNLICH_00854","NFALKJBE_02646","OKCJCEOA_02626","KJPMMKDD_02959","ALJJNEKE_02817","NOKOPPJF_02751"
"nagZ","","Beta-hexosaminidase","11","11","1","1","3365","","","","1025","1025","1025","MLKLJMNP_02957","CPCHNOAG_01076","MMFKLIDH_01073","BLOBBDCK_01249","HONHGEAM_01198","JFLNLICH_03900","NFALKJBE_01069","OKCJCEOA_01073","KJPMMKDD_01170","ALJJNEKE_01139","NOKOPPJF_01184"
"tauA","","Taurine-binding periplasmic protein","11","11","1","1","117","","","","962","962","962","MLKLJMNP_03714","CPCHNOAG_00361","MMFKLIDH_00396","BLOBBDCK_00416","HONHGEAM_00345","JFLNLICH_03170","NFALKJBE_00344","OKCJCEOA_00342","KJPMMKDD_00346","ALJJNEKE_00354","NOKOPPJF_00349"
"tag","","DNA-3-methyladenine glycosylase 1","11","11","1","1","1221","","","","563","563","563","MLKLJMNP_00211","CPCHNOAG_03913","MMFKLIDH_03791","BLOBBDCK_03977","HONHGEAM_03955","JFLNLICH_01787","NFALKJBE_03568","OKCJCEOA_03545","KJPMMKDD_03906","ALJJNEKE_03780","NOKOPPJF_03663"
"group_7830","","hypothetical protein","11","11","1","1","5267","","","","416","416","416","MLKLJMNP_04573","CPCHNOAG_04456","MMFKLIDH_04425","BLOBBDCK_04596","HONHGEAM_04500","JFLNLICH_02335","NFALKJBE_04105","OKCJCEOA_04081","KJPMMKDD_04525","ALJJNEKE_04288","NOKOPPJF_04202"
"group_7831","","hypothetical protein","11","11","1","1","6136","","","","476","476","476","MLKLJMNP_03355","CPCHNOAG_00718","MMFKLIDH_00756","BLOBBDCK_00769","HONHGEAM_00761","JFLNLICH_03528","NFALKJBE_00697","OKCJCEOA_00695","KJPMMKDD_00723","ALJJNEKE_00710","NOKOPPJF_00790"
"dsbD","","Thiol:disulfide interchange protein DsbD","11","11","1","1","3032","","","","1697","1697","1697","MLKLJMNP_04374","CPCHNOAG_04616","MMFKLIDH_04561","BLOBBDCK_04745","HONHGEAM_04591","JFLNLICH_02523","NFALKJBE_04249","OKCJCEOA_04225","KJPMMKDD_04619","ALJJNEKE_04378","NOKOPPJF_04289"
"ybaY","","putative lipoprotein YbaY","11","11","1","1","5099","","","","572","572","572","MLKLJMNP_03630","CPCHNOAG_00444","MMFKLIDH_00479","BLOBBDCK_00500","HONHGEAM_00428","JFLNLICH_03253","NFALKJBE_00427","OKCJCEOA_00425","KJPMMKDD_00436","ALJJNEKE_00437","NOKOPPJF_00436"
"yfdC","","Inner membrane protein YfdC","11","11","1","1","6527","","","","932","932","932","MLKLJMNP_01601","CPCHNOAG_02484","MMFKLIDH_02469","BLOBBDCK_02635","HONHGEAM_02598","JFLNLICH_00451","NFALKJBE_02343","OKCJCEOA_02367","KJPMMKDD_02568","ALJJNEKE_02435","NOKOPPJF_02399"
"eamB","","Cysteine/O-acetylserine efflux protein","11","11","1","1","1682","","","","587","587","587","MLKLJMNP_01336","CPCHNOAG_02788","MMFKLIDH_02725","BLOBBDCK_02832","HONHGEAM_02904","JFLNLICH_00714","NFALKJBE_02534","OKCJCEOA_02558","KJPMMKDD_02826","ALJJNEKE_02688","NOKOPPJF_02677"
"group_7836","","hypothetical protein","11","11","1","1","4317","","","","1217","1217","1217","MLKLJMNP_01884","CPCHNOAG_02168","MMFKLIDH_02187","BLOBBDCK_02344","HONHGEAM_02262","JFLNLICH_00165","NFALKJBE_02059","OKCJCEOA_02078","KJPMMKDD_02278","ALJJNEKE_02150","NOKOPPJF_02089"
"xthA","","Exodeoxyribonuclease III","11","11","1","1","7719","","","","806","806","806","MLKLJMNP_02304","CPCHNOAG_01789","MMFKLIDH_01743","BLOBBDCK_01950","HONHGEAM_01848","JFLNLICH_04247","NFALKJBE_01724","OKCJCEOA_01744","KJPMMKDD_01837","ALJJNEKE_01791","NOKOPPJF_01798"
"ybcJ","","putative protein YbcJ","11","11","1","1","5174","","","","212","212","212","MLKLJMNP_03559","CPCHNOAG_00519","MMFKLIDH_00554","BLOBBDCK_00570","HONHGEAM_00504","JFLNLICH_03329","NFALKJBE_00499","OKCJCEOA_00497","KJPMMKDD_00513","ALJJNEKE_00512","NOKOPPJF_00504"
"kbaZ","","D-tagatose-1,6-bisphosphate aldolase subunit KbaZ","11","11","1","1","685","","","","1280","1280","1280","MLKLJMNP_00643","CPCHNOAG_03473","MMFKLIDH_03365","BLOBBDCK_03551","HONHGEAM_03522","JFLNLICH_01351","NFALKJBE_03140","OKCJCEOA_03116","KJPMMKDD_03465","ALJJNEKE_03309","NOKOPPJF_03251"
"gstA","","Glutathione S-transferase GstA","11","11","1","1","8295","","","","605","605","605","MLKLJMNP_02417","CPCHNOAG_01674","MMFKLIDH_01628","BLOBBDCK_01836","HONHGEAM_01733","JFLNLICH_04362","NFALKJBE_01611","OKCJCEOA_01631","KJPMMKDD_01724","ALJJNEKE_01679","NOKOPPJF_01684"
"nikE","","Nickel import ATP-binding protein NikE","11","11","1","1","1141","","","","806","806","806","MLKLJMNP_00290","CPCHNOAG_03831","MMFKLIDH_03715","BLOBBDCK_03896","HONHGEAM_03873","JFLNLICH_01706","NFALKJBE_03482","OKCJCEOA_03459","KJPMMKDD_03824","ALJJNEKE_03698","NOKOPPJF_03593"
"ebgA","","Evolved beta-galactosidase subunit alpha","11","11","1","1","736","","","","3092","3092","3092","MLKLJMNP_00688","CPCHNOAG_03429","MMFKLIDH_03321","BLOBBDCK_03503","HONHGEAM_03478","JFLNLICH_01307","NFALKJBE_03093","OKCJCEOA_03069","KJPMMKDD_03420","ALJJNEKE_03265","NOKOPPJF_03194"
"citD","","Citrate lyase acyl carrier protein","11","11","1","1","5971","","","","296","296","296","MLKLJMNP_03501","CPCHNOAG_00578","MMFKLIDH_00613","BLOBBDCK_00627","HONHGEAM_00621","JFLNLICH_03387","NFALKJBE_00558","OKCJCEOA_00556","KJPMMKDD_00574","ALJJNEKE_00570","NOKOPPJF_00609"
"yhjB","","Putative HTH-type transcriptional regulator YhjB","11","11","1","1","1190","","","","602","602","602","MLKLJMNP_00241","CPCHNOAG_03881","MMFKLIDH_03765","BLOBBDCK_03945","HONHGEAM_03923","JFLNLICH_01756","NFALKJBE_03532","OKCJCEOA_03509","KJPMMKDD_03874","ALJJNEKE_03748","NOKOPPJF_03632"
"tsaC","","Threonylcarbamoyl-AMP synthase","11","11","1","1","6830","","","","572","572","572","MLKLJMNP_00495","CPCHNOAG_03619","MMFKLIDH_03508","BLOBBDCK_03693","HONHGEAM_03667","JFLNLICH_01496","NFALKJBE_03285","OKCJCEOA_03261","KJPMMKDD_03614","ALJJNEKE_03454","NOKOPPJF_03395"
"dadX","","Alanine racemase, catabolic","11","11","1","1","8139","","","","1070","1070","1070","MLKLJMNP_02833","CPCHNOAG_01201","MMFKLIDH_01205","BLOBBDCK_01470","HONHGEAM_01323","JFLNLICH_04721","NFALKJBE_01195","OKCJCEOA_01216","KJPMMKDD_01296","ALJJNEKE_01261","NOKOPPJF_01244"
"dnaK_2","","Chaperone protein DnaK","11","11","1","1","4332","","","","1352","1352","1352","MLKLJMNP_01872","CPCHNOAG_02182","MMFKLIDH_02199","BLOBBDCK_02357","HONHGEAM_02276","JFLNLICH_00177","NFALKJBE_02071","OKCJCEOA_02090","KJPMMKDD_02293","ALJJNEKE_02164","NOKOPPJF_02101"
"nhaA","","Na(+)/H(+) antiporter NhaA","11","11","1","1","4978","","","","1166","1166","1166","MLKLJMNP_04052","CPCHNOAG_00018","MMFKLIDH_00018","BLOBBDCK_00020","HONHGEAM_00018","JFLNLICH_02811","NFALKJBE_00018","OKCJCEOA_00018","KJPMMKDD_00015","ALJJNEKE_00018","NOKOPPJF_00015"
"glk","","Glucokinase","11","11","1","1","1501","","","","965","965","965","MLKLJMNP_01575","CPCHNOAG_02572","MMFKLIDH_02558","BLOBBDCK_02667","HONHGEAM_02686","JFLNLICH_00550","NFALKJBE_02369","OKCJCEOA_02393","KJPMMKDD_02658","ALJJNEKE_02523","NOKOPPJF_02490"
"nudI","","Nucleoside triphosphatase NudI","11","11","1","1","4651","","","","425","425","425","MLKLJMNP_01693","CPCHNOAG_02392","MMFKLIDH_02377","BLOBBDCK_02542","HONHGEAM_02456","JFLNLICH_00358","NFALKJBE_02251","OKCJCEOA_02275","KJPMMKDD_02474","ALJJNEKE_02343","NOKOPPJF_02305"
"gatA","","PTS system galactitol-specific EIIA component","11","11","1","1","4371","","","","452","452","452","MLKLJMNP_01850","CPCHNOAG_02233","MMFKLIDH_02219","BLOBBDCK_02380","HONHGEAM_02298","JFLNLICH_00196","NFALKJBE_02093","OKCJCEOA_02113","KJPMMKDD_02316","ALJJNEKE_02186","NOKOPPJF_02122"
"yhhT_1","","Putative transport protein YhhT","11","11","1","1","1595","","","","1061","1061","1061","MLKLJMNP_01478","CPCHNOAG_02654","MMFKLIDH_02641","BLOBBDCK_02749","HONHGEAM_02768","JFLNLICH_00631","NFALKJBE_02451","OKCJCEOA_02475","KJPMMKDD_02741","ALJJNEKE_02605","NOKOPPJF_02591"
"group_7853","","hypothetical protein","11","11","1","1","3472","","","","2639","2639","2639","MLKLJMNP_02599","CPCHNOAG_01493","MMFKLIDH_01444","BLOBBDCK_01644","HONHGEAM_01550","JFLNLICH_04549","NFALKJBE_01369","OKCJCEOA_01390","KJPMMKDD_01528","ALJJNEKE_01488","NOKOPPJF_01413"
"cecR","","HTH-type transcriptional dual regulator CecR","11","11","1","1","6238","","","","671","671","671","MLKLJMNP_03331","CPCHNOAG_00741","MMFKLIDH_00779","BLOBBDCK_00793","HONHGEAM_00784","JFLNLICH_03551","NFALKJBE_00721","OKCJCEOA_00719","KJPMMKDD_00749","ALJJNEKE_00733","NOKOPPJF_00814"
"ytfE","","Iron-sulfur cluster repair protein YtfE","11","11","1","1","1863","","","","662","662","662","MLKLJMNP_04294","CPCHNOAG_04698","MMFKLIDH_04643","BLOBBDCK_04827","HONHGEAM_04674","JFLNLICH_02611","NFALKJBE_04329","OKCJCEOA_04305","KJPMMKDD_04701","ALJJNEKE_04462","NOKOPPJF_04371"
"glpG_2","","Rhomboid protease GlpG","11","11","1","1","6677","","","","824","830","829","MLKLJMNP_00359","CPCHNOAG_03761","MMFKLIDH_03647","BLOBBDCK_03831","HONHGEAM_03804","JFLNLICH_01638","NFALKJBE_03420","OKCJCEOA_03397","KJPMMKDD_03754","ALJJNEKE_03629","NOKOPPJF_03537"
"glnE","","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","11","11","1","1","759","","","","2840","2840","2840","MLKLJMNP_00713","CPCHNOAG_03406","MMFKLIDH_03298","BLOBBDCK_03477","HONHGEAM_03455","JFLNLICH_01284","NFALKJBE_03069","OKCJCEOA_03046","KJPMMKDD_03397","ALJJNEKE_03242","NOKOPPJF_03171"
"group_7858","","hypothetical protein","11","11","1","1","4609","","","","455","455","455","MLKLJMNP_01651","CPCHNOAG_02434","MMFKLIDH_02419","BLOBBDCK_02584","HONHGEAM_02498","JFLNLICH_00400","NFALKJBE_02293","OKCJCEOA_02317","KJPMMKDD_02517","ALJJNEKE_02385","NOKOPPJF_02348"
"ydiF_1","","Acetate CoA-transferase YdiF","11","11","1","1","8354","","","","1595","1595","1595","MLKLJMNP_02358","CPCHNOAG_01735","MMFKLIDH_01687","BLOBBDCK_01895","HONHGEAM_01793","JFLNLICH_04303","NFALKJBE_01670","OKCJCEOA_01690","KJPMMKDD_01783","ALJJNEKE_01738","NOKOPPJF_01744"
"potF","","Putrescine-binding periplasmic protein","11","11","1","1","6374","","","","1112","1112","1112","MLKLJMNP_03274","CPCHNOAG_00798","MMFKLIDH_00838","BLOBBDCK_00895","HONHGEAM_00840","JFLNLICH_03657","NFALKJBE_00778","OKCJCEOA_00777","KJPMMKDD_00864","ALJJNEKE_00789","NOKOPPJF_00893"
